timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1669125599752,139,Survey Scale,405,Not Allowed,Backend 2-76,text,false,,314,272,235,701,http://192.168.0.16/:8080/survey/scale,139,0,13
1669125599737,154,Survey Scale,405,Not Allowed,Backend 2-59,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,154,0,9
1669125599737,154,Survey Scale,405,Not Allowed,Backend 2-63,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,154,0,9
1669125599750,141,Survey Scale,405,Not Allowed,Backend 2-82,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,141,0,10
1669125599763,128,Survey Scale,405,Not Allowed,Backend 2-95,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,128,0,21
1669125599750,141,Survey Scale,405,Not Allowed,Backend 2-78,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,141,0,10
1669125599809,83,Survey Scale,405,Not Allowed,Backend 2-29,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,83,0,0
1669125599755,137,Survey Scale,405,Not Allowed,Backend 2-84,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,137,0,11
1669125599751,141,Survey Scale,405,Not Allowed,Backend 2-75,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,141,0,10
1669125599740,152,Survey Scale,405,Not Allowed,Backend 2-68,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,152,0,12
1669125599743,149,Survey Scale,405,Not Allowed,Backend 2-74,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,149,0,10
1669125599743,149,Survey Scale,405,Not Allowed,Backend 2-69,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,149,0,10
1669125599739,153,Survey Scale,405,Not Allowed,Backend 2-55,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,153,0,13
1669125599757,135,Survey Scale,405,Not Allowed,Backend 2-87,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,135,0,9
1669125599763,129,Survey Scale,405,Not Allowed,Backend 2-92,text,false,,314,272,235,702,http://192.168.0.16/:8080/survey/scale,129,0,21
1669125599739,154,Survey Scale,405,Not Allowed,Backend 2-67,text,false,,314,272,236,703,http://192.168.0.16/:8080/survey/scale,154,0,13
1669125599748,145,Survey Scale,405,Not Allowed,Backend 2-80,text,false,,314,272,236,703,http://192.168.0.16/:8080/survey/scale,145,0,10
1669125599738,155,Survey Scale,405,Not Allowed,Backend 2-64,text,false,,314,272,236,703,http://192.168.0.16/:8080/survey/scale,155,0,14
1669125599736,157,Survey Scale,405,Not Allowed,Backend 2-44,text,false,,314,272,236,703,http://192.168.0.16/:8080/survey/scale,157,0,10
1669125599740,153,Survey Scale,405,Not Allowed,Backend 2-57,text,false,,314,272,237,704,http://192.168.0.16/:8080/survey/scale,153,0,12
1669125599733,160,Survey Scale,405,Not Allowed,Backend 2-60,text,false,,314,272,237,704,http://192.168.0.16/:8080/survey/scale,160,0,17
1669125599809,84,Survey Scale,405,Not Allowed,Backend 2-31,text,false,,314,272,238,705,http://192.168.0.16/:8080/survey/scale,84,0,0
1669125599740,155,Survey Scale,405,Not Allowed,Backend 2-66,text,false,,314,272,243,711,http://192.168.0.16/:8080/survey/scale,155,0,12
1669125599741,154,Survey Scale,405,Not Allowed,Backend 2-72,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,154,0,11
1669125599771,125,Survey Scale,405,Not Allowed,Backend 2-104,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,125,0,15
1669125599736,160,Survey Scale,405,Not Allowed,Backend 2-62,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,160,0,10
1669125599762,134,Survey Scale,405,Not Allowed,Backend 2-91,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,134,0,22
1669125599756,140,Survey Scale,405,Not Allowed,Backend 2-85,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,140,0,10
1669125599809,87,Survey Scale,405,Not Allowed,Backend 2-30,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,87,0,0
1669125599765,131,Survey Scale,405,Not Allowed,Backend 2-98,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,131,0,19
1669125599809,87,Survey Scale,405,Not Allowed,Backend 2-23,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,87,0,0
1669125599765,131,Survey Scale,405,Not Allowed,Backend 2-94,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,131,0,19
1669125599737,159,Survey Scale,405,Not Allowed,Backend 2-58,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,159,0,9
1669125599756,140,Survey Scale,405,Not Allowed,Backend 2-88,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,140,0,10
1669125599764,132,Survey Scale,405,Not Allowed,Backend 2-93,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,132,0,20
1669125599808,88,Survey Scale,405,Not Allowed,Backend 2-1,text,false,,314,272,247,716,http://192.168.0.16/:8080/survey/scale,88,0,0
1669125599731,165,Survey Scale,405,Not Allowed,Backend 2-49,text,false,,314,272,247,717,http://192.168.0.16/:8080/survey/scale,165,0,14
1669125599816,80,Survey Scale,405,Not Allowed,Backend 2-7,text,false,,314,272,247,717,http://192.168.0.16/:8080/survey/scale,80,0,0
1669125599749,148,Survey Scale,405,Not Allowed,Backend 2-77,text,false,,314,272,247,717,http://192.168.0.16/:8080/survey/scale,148,0,9
1669125599738,159,Survey Scale,405,Not Allowed,Backend 2-56,text,false,,314,272,247,717,http://192.168.0.16/:8080/survey/scale,159,0,8
1669125599764,133,Survey Scale,405,Not Allowed,Backend 2-97,text,false,,314,272,247,717,http://192.168.0.16/:8080/survey/scale,133,0,20
1669125599809,89,Survey Scale,405,Not Allowed,Backend 2-19,text,false,,314,272,248,719,http://192.168.0.16/:8080/survey/scale,89,0,0
1669125599740,158,Survey Scale,405,Not Allowed,Backend 2-71,text,false,,314,272,248,719,http://192.168.0.16/:8080/survey/scale,158,0,12
1669125599809,89,Survey Scale,405,Not Allowed,Backend 2-11,text,false,,314,272,248,719,http://192.168.0.16/:8080/survey/scale,89,0,0
1669125599764,134,Survey Scale,405,Not Allowed,Backend 2-147,text,false,,314,272,248,719,http://192.168.0.16/:8080/survey/scale,134,0,20
1669125599747,151,Survey Scale,405,Not Allowed,Backend 2-79,text,false,,314,272,248,719,http://192.168.0.16/:8080/survey/scale,151,0,11
1669125599740,158,Survey Scale,405,Not Allowed,Backend 2-47,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,158,0,12
1669125599742,156,Survey Scale,405,Not Allowed,Backend 2-73,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,156,0,11
1669125599754,144,Survey Scale,405,Not Allowed,Backend 2-83,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,144,0,12
1669125599749,150,Survey Scale,405,Not Allowed,Backend 2-81,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,150,0,9
1669125599742,157,Survey Scale,405,Not Allowed,Backend 2-70,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,157,0,10
1669125599818,81,Survey Scale,405,Not Allowed,Backend 2-28,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,81,0,0
1669125599758,141,Survey Scale,405,Not Allowed,Backend 2-89,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,141,0,8
1669125599757,142,Survey Scale,405,Not Allowed,Backend 2-86,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,142,0,9
1669125599818,81,Survey Scale,405,Not Allowed,Backend 2-10,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,81,0,0
1669125599818,81,Survey Scale,405,Not Allowed,Backend 2-6,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,81,0,0
1669125599739,160,Survey Scale,405,Not Allowed,Backend 2-65,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,160,0,13
1669125599818,81,Survey Scale,405,Not Allowed,Backend 2-3,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,81,0,0
1669125599759,141,Survey Scale,405,Not Allowed,Backend 2-140,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,141,0,7
1669125599818,82,Survey Scale,405,Not Allowed,Backend 2-9,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,82,0,0
1669125599816,157,Survey Scale,405,Not Allowed,Backend 2-13,text,false,,314,272,248,720,http://192.168.0.16/:8080/survey/scale,157,0,0
1669125599771,202,Survey Scale,405,Not Allowed,Backend 2-101,text,false,,314,272,248,722,http://192.168.0.16/:8080/survey/scale,202,0,15
1669125599826,147,Survey Scale,405,Not Allowed,Backend 2-16,text,false,,314,272,248,722,http://192.168.0.16/:8080/survey/scale,147,0,0
1669125599826,147,Survey Scale,405,Not Allowed,Backend 2-18,text,false,,314,272,248,722,http://192.168.0.16/:8080/survey/scale,146,0,0
1669125599826,146,Survey Scale,405,Not Allowed,Backend 2-12,text,false,,314,272,248,722,http://192.168.0.16/:8080/survey/scale,146,0,0
1669125599826,136,Survey Scale,405,Not Allowed,Backend 2-26,text,false,,314,272,248,727,http://192.168.0.16/:8080/survey/scale,136,0,0
1669125599848,126,Survey Scale,405,Not Allowed,Backend 2-27,text,false,,314,272,254,728,http://192.168.0.16/:8080/survey/scale,126,0,0
1669125599853,122,Survey Scale,405,Not Allowed,Backend 2-8,text,false,,314,272,259,734,http://192.168.0.16/:8080/survey/scale,122,0,0
1669125599778,197,Survey Scale,405,Not Allowed,Backend 2-106,text,false,,314,272,260,737,http://192.168.0.16/:8080/survey/scale,197,0,28
1669125599854,121,Survey Scale,405,Not Allowed,Backend 2-5,text,false,,314,272,260,737,http://192.168.0.16/:8080/survey/scale,121,0,0
1669125599794,181,Survey Scale,405,Not Allowed,Backend 2-125,text,false,,314,272,260,737,http://192.168.0.16/:8080/survey/scale,181,0,19
1669125599794,181,Survey Scale,405,Not Allowed,Backend 2-126,text,false,,314,272,260,737,http://192.168.0.16/:8080/survey/scale,181,0,19
1669125599790,185,Survey Scale,405,Not Allowed,Backend 2-121,text,false,,314,272,261,738,http://192.168.0.16/:8080/survey/scale,185,0,23
1669125599785,190,Survey Scale,405,Not Allowed,Backend 2-116,text,false,,314,272,262,740,http://192.168.0.16/:8080/survey/scale,190,0,25
1669125599791,185,Survey Scale,405,Not Allowed,Backend 2-120,text,false,,314,272,263,741,http://192.168.0.16/:8080/survey/scale,185,0,22
1669125599788,190,Survey Scale,405,Not Allowed,Backend 2-118,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,190,0,25
1669125599786,192,Survey Scale,405,Not Allowed,Backend 2-117,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,192,0,25
1669125599801,177,Survey Scale,405,Not Allowed,Backend 2-132,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,177,0,16
1669125599778,200,Survey Scale,405,Not Allowed,Backend 2-108,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,200,0,28
1669125599777,201,Survey Scale,405,Not Allowed,Backend 2-107,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,201,0,29
1669125599772,206,Survey Scale,405,Not Allowed,Backend 2-102,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,206,0,33
1669125599787,191,Survey Scale,405,Not Allowed,Backend 2-114,text,false,,314,272,271,755,http://192.168.0.16/:8080/survey/scale,191,0,25
1669125599802,177,Survey Scale,405,Not Allowed,Backend 2-136,text,false,,314,272,272,758,http://192.168.0.16/:8080/survey/scale,177,0,20
1669125599793,186,Survey Scale,405,Not Allowed,Backend 2-123,text,false,,314,272,273,760,http://192.168.0.16/:8080/survey/scale,186,0,20
1669125599877,107,Survey Scale,405,Not Allowed,Backend 2-51,text,false,,314,272,295,794,http://192.168.0.16/:8080/survey/scale,107,0,0
1669125599784,200,Survey Scale,405,Not Allowed,Backend 2-115,text,false,,314,272,296,797,http://192.168.0.16/:8080/survey/scale,200,0,26
1669125599780,204,Survey Scale,405,Not Allowed,Backend 2-110,text,false,,314,272,296,797,http://192.168.0.16/:8080/survey/scale,204,0,29
1669125599786,199,Survey Scale,405,Not Allowed,Backend 2-113,text,false,,314,272,296,797,http://192.168.0.16/:8080/survey/scale,199,0,27
1669125599868,117,Survey Scale,405,Not Allowed,Backend 2-40,text,false,,314,272,296,797,http://192.168.0.16/:8080/survey/scale,117,0,0
1669125599789,196,Survey Scale,405,Not Allowed,Backend 2-119,text,false,,314,272,299,802,http://192.168.0.16/:8080/survey/scale,196,0,24
1669125599774,211,Survey Scale,405,Not Allowed,Backend 2-105,text,false,,314,272,299,802,http://192.168.0.16/:8080/survey/scale,211,0,31
1669125599799,186,Survey Scale,405,Not Allowed,Backend 2-131,text,false,,314,272,299,802,http://192.168.0.16/:8080/survey/scale,186,0,18
1669125599875,110,Survey Scale,405,Not Allowed,Backend 2-42,text,false,,314,272,299,802,http://192.168.0.16/:8080/survey/scale,110,0,0
1669125599792,193,Survey Scale,405,Not Allowed,Backend 2-122,text,false,,314,272,299,802,http://192.168.0.16/:8080/survey/scale,193,0,21
1669125599876,110,Survey Scale,405,Not Allowed,Backend 2-41,text,false,,314,272,300,803,http://192.168.0.16/:8080/survey/scale,110,0,0
1669125599801,185,Survey Scale,405,Not Allowed,Backend 2-133,text,false,,314,272,300,803,http://192.168.0.16/:8080/survey/scale,185,0,16
1669125599782,204,Survey Scale,405,Not Allowed,Backend 2-112,text,false,,314,272,300,803,http://192.168.0.16/:8080/survey/scale,204,0,27
1669125599876,110,Survey Scale,405,Not Allowed,Backend 2-38,text,false,,314,272,303,806,http://192.168.0.16/:8080/survey/scale,110,0,0
1669125599797,189,Survey Scale,405,Not Allowed,Backend 2-130,text,false,,314,272,303,806,http://192.168.0.16/:8080/survey/scale,189,0,18
1669125599793,194,Survey Scale,405,Not Allowed,Backend 2-124,text,false,,314,272,306,809,http://192.168.0.16/:8080/survey/scale,194,0,20
1669125599876,111,Survey Scale,405,Not Allowed,Backend 2-37,text,false,,314,272,306,809,http://192.168.0.16/:8080/survey/scale,111,0,0
1669125599876,111,Survey Scale,405,Not Allowed,Backend 2-61,text,false,,314,272,306,809,http://192.168.0.16/:8080/survey/scale,111,0,0
1669125599798,189,Survey Scale,405,Not Allowed,Backend 2-180,text,false,,314,272,307,810,http://192.168.0.16/:8080/survey/scale,189,0,17
1669125599794,193,Survey Scale,405,Not Allowed,Backend 2-128,text,false,,314,272,307,810,http://192.168.0.16/:8080/survey/scale,193,0,19
1669125599796,191,Survey Scale,405,Not Allowed,Backend 2-129,text,false,,314,272,307,810,http://192.168.0.16/:8080/survey/scale,191,0,18
1669125599874,114,Survey Scale,405,Not Allowed,Backend 2-50,text,false,,314,272,308,812,http://192.168.0.16/:8080/survey/scale,114,0,0
1669125599794,194,Survey Scale,405,Not Allowed,Backend 2-127,text,false,,314,272,308,812,http://192.168.0.16/:8080/survey/scale,194,0,20
1669125599780,208,Survey Scale,405,Not Allowed,Backend 2-109,text,false,,314,272,309,813,http://192.168.0.16/:8080/survey/scale,208,0,29
1669125599780,208,Survey Scale,405,Not Allowed,Backend 2-111,text,false,,314,272,309,813,http://192.168.0.16/:8080/survey/scale,208,0,29
1669125599882,108,Survey Scale,405,Not Allowed,Backend 2-2,text,false,,314,272,322,833,http://192.168.0.16/:8080/survey/scale,108,0,0
1669125599877,114,Survey Scale,405,Not Allowed,Backend 2-39,text,false,,314,272,323,834,http://192.168.0.16/:8080/survey/scale,114,0,0
1669125599882,110,Survey Scale,405,Not Allowed,Backend 2-52,text,false,,314,272,332,847,http://192.168.0.16/:8080/survey/scale,110,0,0
1669125599758,237,Survey Scale,405,Not Allowed,Backend 2-90,text,false,,314,272,354,876,http://192.168.0.16/:8080/survey/scale,237,0,8
1669125599766,230,Survey Scale,405,Not Allowed,Backend 2-149,text,false,,314,272,357,880,http://192.168.0.16/:8080/survey/scale,230,0,19
1669125599770,226,Survey Scale,405,Not Allowed,Backend 2-99,text,false,,314,272,357,880,http://192.168.0.16/:8080/survey/scale,226,0,16
1669125599770,226,Survey Scale,405,Not Allowed,Backend 2-100,text,false,,314,272,357,881,http://192.168.0.16/:8080/survey/scale,226,0,16
1669125599770,228,Survey Scale,405,Not Allowed,Backend 2-103,text,false,,314,272,365,892,http://192.168.0.16/:8080/survey/scale,228,0,16
1669125599852,148,Survey Scale,405,Not Allowed,Backend 2-48,text,false,,314,272,369,897,http://192.168.0.16/:8080/survey/scale,148,0,0
1669125599848,152,Survey Scale,405,Not Allowed,Backend 2-20,text,false,,314,272,369,897,http://192.168.0.16/:8080/survey/scale,152,0,0
1669125599849,151,Survey Scale,405,Not Allowed,Backend 2-4,text,false,,314,272,369,897,http://192.168.0.16/:8080/survey/scale,151,0,0
1669125599866,135,Survey Scale,405,Not Allowed,Backend 2-32,text,false,,314,272,369,897,http://192.168.0.16/:8080/survey/scale,135,0,0
1669125599855,146,Survey Scale,405,Not Allowed,Backend 2-22,text,false,,314,272,373,901,http://192.168.0.16/:8080/survey/scale,146,0,0
1669125599826,176,Survey Scale,405,Not Allowed,Backend 2-24,text,false,,314,272,374,902,http://192.168.0.16/:8080/survey/scale,176,0,0
1669125599860,142,Survey Scale,405,Not Allowed,Backend 2-15,text,false,,314,272,374,902,http://192.168.0.16/:8080/survey/scale,142,0,0
1669125599862,140,Survey Scale,405,Not Allowed,Backend 2-46,text,false,,314,272,374,902,http://192.168.0.16/:8080/survey/scale,140,0,0
1669125599860,142,Survey Scale,405,Not Allowed,Backend 2-25,text,false,,314,272,375,903,http://192.168.0.16/:8080/survey/scale,142,0,0
1669125599849,154,Survey Scale,405,Not Allowed,Backend 2-21,text,false,,314,272,375,903,http://192.168.0.16/:8080/survey/scale,154,0,0
1669125599860,143,Survey Scale,405,Not Allowed,Backend 2-34,text,false,,314,272,375,903,http://192.168.0.16/:8080/survey/scale,143,0,0
1669125599816,187,Survey Scale,405,Not Allowed,Backend 2-17,text,false,,314,272,375,903,http://192.168.0.16/:8080/survey/scale,151,0,0
1669125599854,149,Survey Scale,405,Not Allowed,Backend 2-43,text,false,,314,272,375,903,http://192.168.0.16/:8080/survey/scale,113,0,0
1669125599896,107,Survey Scale,405,Not Allowed,Backend 2-58,text,false,,314,272,375,903,http://192.168.0.16/:8080/survey/scale,107,0,0
1669125599852,151,Survey Scale,405,Not Allowed,Backend 2-14,text,false,,314,272,376,906,http://192.168.0.16/:8080/survey/scale,151,0,0
1669125599892,111,Survey Scale,405,Not Allowed,Backend 2-29,text,false,,314,272,377,907,http://192.168.0.16/:8080/survey/scale,111,0,0
